text,size
surely,1
surrounding,1
survivalist,1
suspending,1
suspicious,1
swept,1
swiftly,1
system,1
szalai,1
tablet,1
tailored,1
taking,1
talks,1
tampering,1
tara,1
targeted,1
teachers,1
telephone,1
television,1
terrifying,1
text,1
thanks,1
thats,1
theatre,1
then2016,1
theres,1
theyve,1
thinkers,1
third,1
thirddegree,1
thoughtful,1
ties,1
tim,1
titled,1
today,1
topics,1
touch,1
toward,1
traces,1
trade,1
traffic,1
trudeau,1
trumpaffiliated,1
tuesday,1
turn,1
tv,1
type,1
typical,1
undergraduate,1
unfriend,1
unique,1
universe,1
upcoming,1
uses,1
vacuumed,1
value,1
vent,1
vera,1
version,1
victim,1
viewers,1
viewing,1
violations,1
walcott,1
warning,1
washington,1
wasnt,1
weather,1
wed,1
weinberg,1
westovers,1
whats,1
whereas,1
whos,1
whose,1
wilbur,1
winnipeg,1
wondering,1
word,1
worked,1
working,1
worlds,1
wrote,1
year,1
yet,1
young,1
youngest,1
youre,1
